Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_001267175_1_ASM126717v1_genomic_gff,GCF_001267195_1_ASM126719v1_genomic_gff,GCF_001267215_1_ASM126721v1_genomic_gff,GCF_001267255_1_ASM126725v1_genomic_gff,GCF_001267275_1_ASM126727v1_genomic_gff,GCF_001267295_1_ASM126729v1_genomic_gff,GCF_001267315_1_ASM126731v1_genomic_gff,GCF_030328955_1_ASM3032895v1_genomic_gff,GCF_030328995_1_ASM3032899v1_genomic_gff,GCF_030329025_1_ASM3032902v1_genomic_gff
WP_286592795.1,,O-antigen ligase family protein,1,1,1,78,664,1,1107,,1370,1370,1370,,,,,,,,0cad7609a72f054f1e5a773edfee880c_527,,
WP_286592796.1,,hypothetical protein,1,1,1,78,663,1,1108,,749,749,749,,,,,,,,0cad7609a72f054f1e5a773edfee880c_529,,
WP_286592797.1,,capsular biosynthesis protein,1,1,1,78,662,1,1109,,743,743,743,,,,,,,,0cad7609a72f054f1e5a773edfee880c_531,,
WP_286594620.1,,hypothetical protein,1,1,1,75,2,349,1,Investigate,146,146,146,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2673,,
WP_286592798.1,,polysaccharide biosynthesis tyrosine autokinase,1,1,1,78,661,1,1110,,2234,2234,2234,,,,,,,,0cad7609a72f054f1e5a773edfee880c_533,,
WP_286592799.1,,polysaccharide biosynthesis/export family protein,1,1,1,78,660,1,1111,,563,563,563,,,,,,,,0cad7609a72f054f1e5a773edfee880c_535,,
WP_286592800.1,,outer membrane beta-barrel protein,1,1,1,78,659,1,1112,,1214,1214,1214,,,,,,,,0cad7609a72f054f1e5a773edfee880c_537,,
WP_286592807.1,,alpha/beta fold hydrolase,1,1,1,78,3864,1,1092,,863,863,863,,,,,,,,0cad7609a72f054f1e5a773edfee880c_564,,
WP_286592812.1,,iron-containing alcohol dehydrogenase,1,1,1,78,3844,1,1035,,1139,1139,1139,,,,,,,,0cad7609a72f054f1e5a773edfee880c_580,,
WP_286592817.1,,ABC transporter substrate-binding protein,1,1,1,78,3837,366,1,,866,866,866,,,,,,,,0cad7609a72f054f1e5a773edfee880c_596,,
group_2137,,DUF1653 domain-containing protein,1,1,1,78,401,53,1,,146,146,146,,,,,,,,0cad7609a72f054f1e5a773edfee880c_614,,
WP_286592851.1,,DUF3426 domain-containing protein,1,1,1,78,372,355,1,,1004,1004,1004,,,,,,,,0cad7609a72f054f1e5a773edfee880c_727,,
group_214,,heteromeric transposase endonuclease subunit TnsA,1,1,1,78,3167,1,594,,158,158,158,,,,,,,,,,f8e40b63109f8c40a69745e5931a1674_4766
WP_286592877.1,,NUDIX hydrolase,1,1,1,78,493,370,1,,467,467,467,,,,,,,,0cad7609a72f054f1e5a773edfee880c_827,,
WP_286592885.1,,TonB-dependent receptor,1,1,1,78,2860,350,1,,1892,1892,1892,,,,,,,,0cad7609a72f054f1e5a773edfee880c_843,,
WP_286592949.1,,Maf family protein,1,1,1,78,539,21,2,,593,593,593,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1085,,
WP_286592954.1,,PIN domain-containing protein,1,1,1,78,541,1,840,,734,734,734,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1101,,
WP_286592957.1,,glycosyltransferase family 2 protein,1,1,1,78,1509,1,924,,779,779,779,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1111,,
WP_286592962.1,,DegT/DnrJ/EryC1/StrS family aminotransferase,1,1,1,78,1517,1,918,,1136,1136,1136,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1123,,
WP_286593128.1,,MaoC family dehydratase,1,1,1,78,1518,1,879,,374,374,374,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1125,,
WP_286592963.1,,hypothetical protein,1,1,1,78,1519,1,880,,737,737,737,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1127,,
WP_286592972.1,,glycosyltransferase,1,1,1,78,1496,1,893,,908,908,908,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1141,,
WP_286593020.1,,ATP-binding protein,1,1,1,78,699,327,4,,2768,2768,2768,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1297,,
WP_286593021.1,,hypothetical protein,1,1,1,78,698,327,5,,935,935,935,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1299,,
group_2155,tnpA,IS200/IS605 family transposase,1,1,1,78,462,322,13,,398,398,398,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1389,,
WP_286594583.1,,hypothetical protein,1,1,1,68,1,325,6,,560,560,560,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1574,,
WP_286594585.1,,AAA family ATPase,1,1,1,68,2,325,7,,1865,1865,1865,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1576,,
WP_286594589.1,,4Fe-4S single cluster domain-containing protein,1,1,1,68,3,325,8,,569,569,569,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1578,,
WP_286594586.1,,radical SAM protein,1,1,1,68,4,325,5,,1028,1028,1028,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1580,,
WP_001353740.1,,DUF1819 family protein,1,1,1,78,2113,1,194,,239,239,239,,,,,,,03f798c6314f9895224cd16f8bb35aa0_2514,,,
WP_286594587.1,,histidinol-phosphatase,1,1,1,68,5,325,4,,866,866,866,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1582,,
WP_286594590.1,,hypothetical protein,1,1,1,68,8,325,3,,1124,1124,1124,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1584,,
WP_286594588.1,,capsular polysaccharide synthesis protein,1,1,1,68,7,325,2,,2099,2099,2099,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1586,,
group_2163,,integrase core domain-containing protein,1,1,1,68,6,325,1,,218,218,218,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1588,,
WP_286594591.1,,AAA domain-containing protein,1,1,1,71,3,334,3,,3128,3128,3128,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1593,,
WP_286594593.1,,PIN domain-containing protein,1,1,1,71,2,334,4,,2435,2435,2435,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1595,,
WP_286594595.1,,hypothetical protein,1,1,1,71,1,334,1,,587,587,587,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1597,,
WP_286594596.1,,cytochrome c,1,1,1,78,253,1,310,,338,338,338,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1604,,
WP_286594597.1,,hypothetical protein,1,1,1,78,252,1,309,,686,686,686,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1606,,
WP_144141092.1,,FAD-binding oxidoreductase,1,1,1,78,251,1,308,,1571,1571,1571,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1608,,
group_217,WP_001353740.1,DUF1819 family protein,1,1,1,78,692,31,2,,239,239,239,,,,,,,03f798c6314f9895224cd16f8bb35aa0_3546,,,
WP_286594599.1,,NAD(P)-dependent alcohol dehydrogenase,1,1,1,78,250,1,307,,1088,1088,1088,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1610,,
WP_286594609.1,,hypothetical protein,1,1,1,69,1,332,1,,494,494,494,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1629,,
WP_286594610.1,,hypothetical protein,1,1,1,69,2,332,2,,2678,2678,2678,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1631,,
WP_286594611.1,,hypothetical protein,1,1,1,69,5,332,3,,770,770,770,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1633,,
WP_286594613.1,,hypothetical protein,1,1,1,69,4,332,5,,350,350,350,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1635,,
group_2182,,IS1 family transposase,1,1,1,69,3,332,4,,122,122,122,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1637,,
WP_286594614.1,,hypothetical protein,1,1,1,73,3,336,3,,566,566,566,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1664,,
WP_286594615.1,,type III pantothenate kinase,1,1,1,73,4,336,2,,731,731,731,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1666,,
group_2185,birA,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,1,1,1,73,1,336,1,,950,950,950,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1668,,
WP_286593138.1,,PhoH family protein,1,1,1,78,2761,357,1,,1388,1388,1388,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1691,,
WP_286593156.1,,OprD family outer membrane porin,1,1,1,78,1691,363,1,,1331,1331,1331,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1723,,
WP_286593188.1,,penicillin-binding protein,1,1,1,78,2665,348,2,,221,221,221,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1810,,
WP_286593189.1,,DUF1294 domain-containing protein,1,1,1,78,2666,348,1,,680,680,680,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1812,,
WP_286593210.1,,PP0621 family protein,1,1,1,78,2643,341,1,,233,233,233,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1856,,
WP_286593211.1,,ATP-binding protein,1,1,1,78,2642,341,3,,1601,1601,1601,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1858,,
WP_286593212.1,,sigma-54 dependent transcriptional regulator,1,1,1,78,2637,341,2,,1364,1364,1364,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1860,,
WP_286593227.1,,EAL domain-containing protein,1,1,1,78,1712,360,1,,2066,2066,2066,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1904,,
WP_286593282.1,,GNAT family N-acetyltransferase,1,1,1,78,1728,5,14,,449,449,449,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2127,,
group_2202,ispA,"(2E,6E)-farnesyl diphosphate synthase",1,1,1,78,2490,5,8,,893,893,893,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2133,,
group_2203,efp,elongation factor P,1,1,1,78,1737,5,7,,566,566,566,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2152,,
WP_286593319.1,,DUF4124 domain-containing protein,1,1,1,78,2420,337,1,,464,464,464,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2259,,
WP_286593329.1,,DUF4124 domain-containing protein,1,1,1,78,1744,30,7,,680,680,680,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2281,,
WP_286593337.1,,type IV pilus secretin PilQ family protein,1,1,1,78,2396,8,8,,2033,2033,2033,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2305,,
WP_286593338.1,,pilus assembly protein PilP,1,1,1,78,2395,8,9,,530,530,530,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2307,,
group_2210,pilO,type 4a pilus biogenesis protein PilO,1,1,1,78,2394,8,10,,623,623,623,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2309,,
WP_286593340.1,,PilN domain-containing protein,1,1,1,78,2393,8,11,,584,584,584,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2311,,
WP_286593341.1,,pilus assembly protein PilM,1,1,1,78,1746,8,12,,1070,1070,1070,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2313,,
WP_286593349.1,,hypothetical protein,1,1,1,78,1873,1,394,,1355,1355,1355,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2335,,
WP_286593351.1,,hypothetical protein,1,1,1,78,1872,1,393,,893,893,893,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2337,,
WP_286593352.1,,hypothetical protein,1,1,1,78,1871,1,392,,2744,2744,2744,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2339,,
WP_286593353.1,,WYL domain-containing protein,1,1,1,78,1870,1,391,,896,896,896,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2341,,
WP_286593354.1,,hypothetical protein,1,1,1,78,1869,1,390,,656,656,656,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2343,,
group_222,WP_148561499.1,hypothetical protein,1,1,1,78,1146,60,6,,770,770,770,,f703f9607fd873072b58ff69da1f6298_2863,,,,,,,,
WP_286593355.1,,DUF1788 domain-containing protein,1,1,1,78,1868,1,389,,545,545,545,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2345,,
group_2221,brxC,BREX system P-loop protein BrxC,1,1,1,78,1867,1,388,,3473,3473,3473,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2347,,
WP_286593357.1,,N-6 DNA methylase,1,1,1,78,1866,1,387,,3494,3494,3494,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2349,,
WP_286593358.1,,DUF262 domain-containing HNH endonuclease family protein,1,1,1,78,1865,1,386,,1700,1700,1700,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2351,,
WP_286593359.1,,AAA family ATPase,1,1,1,78,1864,1,385,,1103,1103,1103,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2353,,
WP_286593360.1,,DUF4276 family protein,1,1,1,78,1863,1,384,,662,662,662,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2355,,
WP_286593361.1,,Abi family protein,1,1,1,78,1862,1,383,,920,920,920,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2357,,
group_2227,pglZ,BREX-1 system phosphatase PglZ type B,1,1,1,78,1861,1,382,,2318,2318,2318,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2359,,
brxL,,protease Lon-related BREX system protein BrxL,1,1,1,78,1896,1,381,,2045,2045,2045,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2361,,
WP_286593364.1,,hypothetical protein,1,1,1,78,1897,1,380,,296,296,296,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2363,,
group_223,tuf,elongation factor Tu,1,1,1,78,714,,,,404,404,404,,,,,,,,0cad7609a72f054f1e5a773edfee880c_292,,
WP_286593365.1,,type IV pilin protein,1,1,1,78,1898,1,379,,398,398,398,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2365,,
WP_286593366.1,,PilC/PilY family type IV pilus protein,1,1,1,78,1899,1,378,,2927,2927,2927,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2367,,
WP_286593367.1,,hypothetical protein,1,1,1,78,1900,1,377,,548,548,548,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2369,,
WP_286593368.1,,PilW family protein,1,1,1,78,1901,1,376,,749,749,749,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2371,,
group_2234,pilV,type IV pilus modification protein PilV,1,1,1,78,1902,1,375,,503,503,503,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2373,,
WP_286593371.1,,GspH/FimT family pseudopilin,1,1,1,78,1903,1,374,,467,467,467,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2375,,
WP_286593372.1,,hypothetical protein,1,1,1,78,1904,1,373,,425,425,425,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2377,,
WP_286593376.1,,AAA family ATPase,1,1,1,78,2353,324,1,,1937,1937,1937,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2398,,
WP_286593377.1,,restriction endonuclease subunit S,1,1,1,78,2344,324,2,,1676,1676,1676,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2400,,
WP_286593378.1,,class I SAM-dependent DNA methyltransferase,1,1,1,78,2345,324,3,,1466,1466,1466,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2402,,
WP_286594623.1,,elongation factor Tu,1,1,1,76,1,342,1,Investigate,820,820,820,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2688,,
WP_286593379.1,,DEAD/DEAH box helicase family protein,1,1,1,78,2346,324,4,,2393,2393,2393,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2404,,
WP_286593380.1,,transcription factor,1,1,1,78,2347,324,5,,239,239,239,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2406,,
WP_286593382.1,,protein kinase,1,1,1,78,2348,324,9,,455,455,455,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2408,,
WP_286593383.1,,integrase,1,1,1,78,2349,324,8,,2009,2009,2009,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2410,,
WP_286593384.1,,tyrosine-type recombinase/integrase,1,1,1,78,2350,324,7,,1583,1583,1583,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2412,,
WP_286593385.1,,tyrosine-type recombinase/integrase,1,1,1,78,2351,324,6,,1181,1181,1181,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2414,,
WP_286593404.1,,hypothetical protein,1,1,1,78,2312,365,1,,491,491,491,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2480,,
WP_286593405.1,,AAA family ATPase,1,1,1,78,2308,329,4,,2207,2207,2207,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2487,,
WP_286593406.1,,GIY-YIG nuclease family protein,1,1,1,78,2307,329,5,,1187,1187,1187,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2489,,
WP_286593407.1,,DEAD/DEAH box helicase family protein,1,1,1,78,2306,329,6,,2087,2087,2087,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2491,,
group_225,WP_286594551.1,GTP-binding protein,1,1,1,78,1185,378,1,,127,127,127,,,,,,,,0cad7609a72f054f1e5a773edfee880c_295,,
WP_286593408.1,,ATP-binding protein,1,1,1,78,1926,329,7,,1664,1664,1664,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2493,,
WP_286593409.1,,hypothetical protein,1,1,1,78,1927,329,3,,260,260,260,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2495,,
WP_286593410.1,,hypothetical protein,1,1,1,78,1928,329,2,,1358,1358,1358,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2497,,
WP_286593411.1,,lactate dehydrogenase,1,1,1,78,1929,329,1,,2795,2795,2795,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2499,,
WP_286593453.1,,outer membrane beta-barrel protein,1,1,1,78,1951,347,1,,632,632,632,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2652,,
WP_286593454.1,,hypothetical protein,1,1,1,78,1950,347,2,,530,530,530,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2654,,
WP_286594618.1,,IS256 family transposase,1,1,1,77,2,345,1,Investigate,1208,1208,1208,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2663,,
group_2257,,IS1 family transposase,1,1,1,77,1,345,2,Investigate,86,86,86,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2665,,
WP_286594551.1,,GTP-binding protein,1,1,1,73,2,336,4,,127,127,127,,,,,,,,0cad7609a72f054f1e5a773edfee880c_1653,,
WP_286594619.1,,DNA cytosine methyltransferase,1,1,1,75,1,349,2,Investigate,818,818,818,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2675,,
group_2262,WP_001067855.1,IS6-like element IS26 family transposase,1,1,1,65,20,319,20,,704,704,704,,,,,,,,,,f8e40b63109f8c40a69745e5931a1674_130
group_2263,WP_001067855.1,IS6-like element IS26 family transposase,1,1,1,62,1,222,1,Investigate,704,704,704,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_3686,
WP_286593479.1,,class I SAM-dependent DNA methyltransferase,1,1,1,78,3157,1,584,,2693,2693,2693,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2708,,
WP_286593481.1,,nucleotide-binding protein,1,1,1,78,3145,1,585,,830,830,830,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2712,,
WP_286593482.1,,hypothetical protein,1,1,1,78,3142,1,300,,806,806,806,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2714,,
WP_286593483.1,,transposase,1,1,1,78,3143,1,301,,1205,1205,1205,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2716,,
WP_286593485.1,,tyrosine-type recombinase/integrase,1,1,1,78,3176,1,297,,1211,1211,1211,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2722,,
WP_286593486.1,,hypothetical protein,1,1,1,78,3177,1,296,,233,233,233,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2724,,
WP_286593487.1,,helix-turn-helix transcriptional regulator,1,1,1,78,3178,1,295,,260,260,260,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2726,,
WP_286593488.1,,hypothetical protein,1,1,1,78,3179,1,294,,425,425,425,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2728,,
WP_286593490.1,,autotransporter outer membrane beta-barrel domain-containing protein,1,1,1,78,3141,1,292,,3542,3542,3542,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2732,,
WP_286593521.1,,hypothetical protein,1,1,1,78,177,1,414,,185,185,185,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2836,,
WP_286593530.1,,ferrous iron transporter B,1,1,1,78,172,68,2,,1646,1646,1646,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2876,,
WP_286593552.1,,HNH endonuclease domain-containing protein,1,1,1,78,167,1,732,,1058,1058,1058,,,,,,,,0cad7609a72f054f1e5a773edfee880c_2964,,
WP_286593574.1,,DUF58 domain-containing protein,1,1,1,78,3364,333,2,,953,953,953,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3022,,
WP_286593580.1,,SbcC/MukB-like Walker B domain-containing protein,1,1,1,78,116,1,654,,3392,3392,3392,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3028,,
WP_286593619.1,,hypothetical protein,1,1,1,78,3411,340,3,,359,359,359,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3094,,
WP_286593658.1,,tyrosine-type recombinase/integrase,1,1,1,78,87,1,782,,1016,1016,1016,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3175,,
WP_286593659.1,,hypothetical protein,1,1,1,78,86,1,783,,1271,1271,1271,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3177,,
WP_286593663.1,,hypothetical protein,1,1,1,78,81,1,790,,1256,1256,1256,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3183,,
WP_286593672.1,,S16 family serine protease,1,1,1,78,73,1,802,,353,353,353,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3201,,
WP_286593675.1,,hypothetical protein,1,1,1,78,4003,1,757,,638,638,638,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3207,,
WP_286593676.1,,ATP/GTP-binding protein,1,1,1,78,4002,1,758,,542,542,542,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3209,,
WP_286593677.1,,hypothetical protein,1,1,1,78,4019,1,759,,1193,1193,1193,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3211,,
WP_286593678.1,,tetratricopeptide repeat protein,1,1,1,78,4020,1,760,,698,698,698,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3213,,
group_2297,fghA,S-formylglutathione hydrolase,1,1,1,78,34,375,1,,842,842,842,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3347,,
WP_286593744.1,,FimV/HubP family polar landmark protein,1,1,1,78,1675,4,11,,2375,2375,2375,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3393,,
WP_286593767.1,,hypothetical protein,1,1,1,78,1643,354,1,,452,452,452,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3459,,
WP_286593812.1,,response regulator,1,1,1,78,487,362,1,,2366,2366,2366,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3596,,
WP_286593818.1,,protoglobin domain-containing protein,1,1,1,78,2927,343,2,,563,563,563,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3604,,
WP_286593868.1,,hypothetical protein,1,1,1,78,276,377,1,,884,884,884,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3736,,
WP_286593883.1,,DNA internalization-related competence protein ComEC/Rec2,1,1,1,78,3021,34,5,,2246,2246,2246,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3785,,
WP_286593884.1,,MotA/TolQ/ExbB proton channel family protein,1,1,1,78,3020,34,4,,629,629,629,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3787,,
WP_286593885.1,,biopolymer transporter ExbD,1,1,1,78,3019,34,3,,419,419,419,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3789,,
WP_286593949.1,,LysE family translocator,1,1,1,78,1969,463,1,,629,629,629,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3980,,
WP_286593950.1,,Sbal_3080 family lipoprotein,1,1,1,78,1970,463,2,,425,425,425,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3982,,
WP_286593951.1,,LysE family transporter,1,1,1,78,1971,463,3,,650,650,650,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3984,,
WP_286593952.1,,AAA family ATPase,1,1,1,78,1972,463,4,,2060,2060,2060,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3986,,
WP_286593953.1,,hypothetical protein,1,1,1,78,1973,463,5,,518,518,518,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3988,,
WP_286593954.1,,Imm50 family immunity protein,1,1,1,78,1974,463,6,,467,467,467,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3990,,
WP_286593955.1,,hypothetical protein,1,1,1,78,1975,463,7,,608,608,608,,,,,,,,0cad7609a72f054f1e5a773edfee880c_3992,,
group_2316,,phosphoesterase,1,1,1,78,784,6,17,,191,191,191,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4193,,
WP_286594029.1,,hypothetical protein,1,1,1,78,783,6,18,,263,263,263,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4195,,
WP_286594158.1,,dual specificity protein phosphatase family protein,1,1,1,78,782,6,19,,440,440,440,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4197,,
WP_286594032.1,,TatD family hydrolase,1,1,1,78,996,359,1,,788,788,788,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4205,,
WP_286594052.1,,chemotaxis protein CheW,1,1,1,78,758,330,6,,488,488,488,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4245,,
WP_286594053.1,,Hpt domain-containing protein,1,1,1,78,757,330,5,,6473,6473,6473,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4247,,
group_2322,,methyl-accepting chemotaxis protein,1,1,1,78,756,330,4,,1118,1118,1118,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4249,,
WP_286594055.1,,chemotaxis protein CheW,1,1,1,78,755,330,3,,551,551,551,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4251,,
WP_286594057.1,,response regulator,1,1,1,78,1027,330,2,,446,446,446,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4253,,
group_2325,pilG,twitching motility response regulator PilG,1,1,1,78,1028,330,1,,404,404,404,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4255,,
WP_286594063.1,,energy transducer TonB,1,1,1,78,754,380,1,,872,872,872,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4259,,
WP_286594075.1,,PilT/PilU family type 4a pilus ATPase,1,1,1,78,1043,10,1,,1169,1169,1169,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4283,,
WP_286594077.1,,type IV pilus twitching motility protein PilT,1,1,1,78,1042,10,2,,1034,1034,1034,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4285,,
WP_286594078.1,,YggS family pyridoxal phosphate-dependent enzyme,1,1,1,78,1041,10,3,,686,686,686,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4287,,
group_2330,proC,pyrroline-5-carboxylate reductase,1,1,1,78,1040,10,4,,809,809,809,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4289,,
WP_286594080.1,,YggT family protein,1,1,1,78,1055,10,5,,608,608,608,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4291,,
WP_286594100.1,,restriction endonuclease subunit S,1,1,1,78,1080,320,6,,1334,1334,1334,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4335,,
